created_at,text,source,geo
2016-12-21T01:07:35.000Z,@Lakers better not lose this lead,Twitter for iPhone,
2016-12-21T01:07:35.000Z,Greatest team ever RT @PrinceHAK33M: Damn Lakers putting up 70 in the 1st half,Tweetbot for iΟS,
2016-12-21T01:07:36.000Z,"Lakers score 73 in the first half
#LakeShow https://t.co/ULL34eajGd",Twitter for Android,
2016-12-21T01:07:37.000Z,#Lakers dominating #Hornets 73-59 at the half #LakersNation,Twitter for Android,
2016-12-21T01:07:36.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:37.000Z,Descanso: Lakers 73 @BuzzTheBuzzer_ 59. Máxima en puntos al descanso esta temporada. Hemos enchufado 12 de 18 en tr… https://t.co/VSdnMyPRjr,Twitter Web Client,
2016-12-21T01:07:38.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPad,
2016-12-21T01:07:38.000Z,RT @Lakers: Another #Swaggy3 makes it 73! https://t.co/F4Efaw36Rj,Mobile Web (M5),
2016-12-21T01:07:38.000Z,🔥🔥 https://t.co/8scBLpQOl0,Twitter for iPhone,
2016-12-21T01:07:38.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:38.000Z,"RT @GVazquezNY: Los Lakers no anotaban 73 puntos al descanso en el Este desde 1989.
12/18 triples  58% de campo  4 pérdidas",Twitter for Android,
2016-12-21T01:07:38.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:39.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:39.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPad,
2016-12-21T01:07:39.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:39.000Z,#LakeShow BITCH https://t.co/BOFmaHFzT3,Twitter for Android,
2016-12-21T01:07:39.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:40.000Z,Lakers playing some good basketball 👏👏,Twitter for Android,
2016-12-21T01:07:41.000Z,RT @Lakers: B.I. running the show https://t.co/z0fdeGKc62,Twitter for Android,
2016-12-21T01:07:41.000Z,RT @Lakers: Another #Swaggy3 makes it 73! https://t.co/F4Efaw36Rj,Twitter for Android,
2016-12-21T01:07:41.000Z,"RT @Lakers: JC hits another one, giving him a season-high five 3-pointers!
🎯🎯🎯🎯🎯 https://t.co/BN0qX4t9DS",Twitter for Android,
2016-12-21T01:07:41.000Z,RT @MarkG_Medina: Via @calder_h: Lakers have their highest scoring half of the season with 73-59 lead. Someone should track his career-high…,Twitter for iPhone,
2016-12-21T01:07:41.000Z,RT @Lakers: Larry burries a triple to beat the first-quarter buzzer! #LakeShow (📺: @SpectrumSN &amp; @spectdeportes) https://t.co/oKNGw2PZJy,Twitter for Android,
2016-12-21T01:07:41.000Z,RT @DMG_III: Lakers really dropped 73 in the first half 😂😂 #LakeShow,Twitter for Android,
2016-12-21T01:07:41.000Z,Mi temps offensive quasi parfaite de mes Lakers : 73 pts !! JC et Swaggy P on 🔥🔥,Twitter for Android,
2016-12-21T01:07:41.000Z,"RT @SerenaWinters: Lakers hit 73 points in the first HALF, and it's a 73-59 LAL lead over the Hornets heading into the 3rd quarter.",Twitter for iPhone,
2016-12-21T01:07:41.000Z,Oh my word that first half between lakers and Hornets don't think I've seen something like that in a long time,Twitter for iPhone,
2016-12-21T01:07:42.000Z,I need some stats...how many teams have scored 70+ points in the 1st half this season?? The @Lakers are LIT rn🔥🔥🔥 @ESPNStatsInfo? @NBAonTNT?,Twitter for iPad,
2016-12-21T01:07:42.000Z,RT @ItsJakesYO: 252 love https://t.co/8WJmHghYU4,Twitter for iPhone,
2016-12-21T01:07:42.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Tweetlogix,
2016-12-21T01:07:43.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:43.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:43.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:44.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:44.000Z,Blowout 😎🤣 https://t.co/WgK2YUdK7N,Twitter for iPhone,
2016-12-21T01:07:44.000Z,ta dificil pra voces...lakers ta acertando tudo! https://t.co/7a45ux7gpr,Twitter Web Client,
2016-12-21T01:07:44.000Z,RT @Rik_FIair: Greatest team ever RT @PrinceHAK33M: Damn Lakers putting up 70 in the 1st half,Twitter for iPhone,
2016-12-21T01:07:44.000Z,"Ai sim, lakers dominando. Gosto assim po !! https://t.co/zX9skA1w6L",Facebook,
2016-12-21T01:07:44.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:44.000Z,The laker game is putting me in a better mood. Thank you @Lakers,Twitter for iPhone,
2016-12-21T01:07:44.000Z,RT @Lakers: Another #Swaggy3 gives the Lakers 70 points in the first half!,Twitter for iPhone,
2016-12-21T01:07:45.000Z,73 points 23 assists in the first half 🔥🔥🔥🔥🔥 @Lakers,Twitter for iPhone,
2016-12-21T01:07:46.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:45.000Z,@Jackie_Pepper  Best half of @Lakers offense all season going off for 73 points  led by red hot Clarkson! https://t.co/SRhdmMIYSa,Twitter for iPhone,
2016-12-21T01:07:46.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for Android,
2016-12-21T01:07:46.000Z,RT @Lakers: Another #Swaggy3 gives the Lakers 70 points in the first half!,Twitter for Android,
2016-12-21T01:07:46.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:47.000Z,RT @L_apostrophe_z: Lakers got 73 points its not even halftime yet. Lol #LakeShow,Twitter for Android,
2016-12-21T01:07:47.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:47.000Z,Lakers really just put up 73 in the first half.,Twitter for iPhone,
2016-12-21T01:07:47.000Z,RT @Lakers: Another #Swaggy3 makes it 73! https://t.co/F4Efaw36Rj,Twitter Web Client,
2016-12-21T01:07:47.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:48.000Z,"RT @MarkG_Medina: Lakers announce Shaq's statue unveiling will be on Friday, March 24, 2017 at Star Plaza outside of Staples Center.… ",Twitter for iPhone,
2016-12-21T01:07:48.000Z,"Lakers to unveil Shaquille O'Neal's statue on March 24, 2017 #LALakers  https://t.co/SpMDbQmQP2 https://t.co/3pXQpXTlBj",lakers_fanly,
2016-12-21T01:07:48.000Z,"HALFTIME: Lakers 73-59 adelante vs Hornets.
12 triples del equipo de los Angeles. Clarkson 17. Young 16.
Walker 13. Williams 10.",Twitter Web Client,
2016-12-21T01:07:49.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:49.000Z,RT @Lakers: Another #Swaggy3 gives the Lakers 70 points in the first half!,Twitter for iPhone,
2016-12-21T01:07:49.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:49.000Z,Lakers honoring the Warriors by dropping 73 in a half,Twitter Web Client,
2016-12-21T01:07:50.000Z,"RT @Lakers: JC hits another one, giving him a season-high five 3-pointers!
🎯🎯🎯🎯🎯 https://t.co/BN0qX4t9DS",Twitter for iPhone,
2016-12-21T01:07:50.000Z,Lakers putting in work #lakeshow,Twitter for iPhone,
2016-12-21T01:07:50.000Z,RT @LakerFacts: Lakers 73 Hornets 59 Halftime,Twitter for iPhone,
2016-12-21T01:07:50.000Z,DON'T FUCK UP @Lakers,Twitter Web Client,
2016-12-21T01:07:51.000Z,RT @LakersBRA: Maior pontuação do Lakers no intervalo da temporada.,Twitter for Android,
2016-12-21T01:07:51.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:51.000Z,y'all back? https://t.co/KaUleVNLFF,Twitter for iPhone,
2016-12-21T01:07:51.000Z,@cody_cbc https://t.co/aijkjA9nXn,Twitter for iPhone,
2016-12-21T01:07:51.000Z,"Alguém me explica o que foi esse aproveitamento do Lakers no 1° tempo desse jogo, pelo amor de Deus !?",Twitter for Android,
2016-12-21T01:07:51.000Z,RT @At_The_Hive: Lakers shooting a mediocre 71% from deep. Wait.,Twitter for iPhone,
2016-12-21T01:07:51.000Z,RT @Lakers: Heat it up #Loading #LakeShow https://t.co/9QsNfCx4Mh,Twitter for iPhone,
2016-12-21T01:07:53.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:07:53.000Z,RT @LegendaryLakers: Lakers will reveal a Shaq statue outside of Staples Center on March 24th 🔥 https://t.co/UL1sSxBTFV,Twitter for iPhone,
2016-12-21T01:07:54.000Z,73 puntos al descanso los Lakers. Lool,Twitter for Android,
2016-12-21T01:07:54.000Z,@brianfmcdaniel Best half of @Lakers offense all season going off for 73 points  led by red hot Clarkson! https://t.co/SRhdmMIYSa,Twitter for iPhone,
2016-12-21T01:07:54.000Z,Melhor primeiro tempo do Lakers na temporada. https://t.co/cknQtoNfdW,Twitter for Android,
2016-12-21T01:07:54.000Z,DLo back and Lakers working shit,Twitter for Android,
2016-12-21T01:07:54.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:54.000Z,@Lakers With 73pts At The Half Against The Charlotte Hornets 👀😬🏀🙌🏽,Twitter for iPhone,
2016-12-21T01:07:54.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:55.000Z,@Lakers ballin.,Twitter for iPhone,
2016-12-21T01:07:55.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android Tablets,
2016-12-21T01:07:55.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter Web Client,
2016-12-21T01:07:55.000Z,I'm loving all this 3s from the lakers #Swaggy3  #LakeShow,Twitter for iPhone,
2016-12-21T01:07:55.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:55.000Z,RT @Lakers: Another #Swaggy3 makes it 73! https://t.co/F4Efaw36Rj,Twitter for iPhone,
2016-12-21T01:07:56.000Z,RT @LakersOutsiders: live action shot of the Lakers' offense https://t.co/q265HvVvOl,Twitter for Android,
2016-12-21T01:07:56.000Z,@Lakers let's get it !,Twitter for Android,
2016-12-21T01:07:56.000Z,73 points in the first half my god! Lol @Lakers keep it up nigga,Twitter for iPhone,
2016-12-21T01:07:56.000Z,"Tell you what, if the Lakers shoot 66% from 3 for the rest of the year, they're going to win a LOT of games. BK",Twitter Web Client,
2016-12-21T01:07:56.000Z,What kind of shot is that😂😂 https://t.co/2IFV3a6yoM,Twitter for iPhone,
2016-12-21T01:07:56.000Z,Young boys is ballin https://t.co/qPldNfYxvD,Twitter for iPhone,
2016-12-21T01:07:57.000Z,Lakers 🏀👌🏼👌🏼👌🏼,Twitter for iPhone,
2016-12-21T01:07:57.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:07:57.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:07:58.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:07:59.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Fenix for Android,
2016-12-21T01:07:59.000Z,That Lakers first half was ridiculous🔥🔥🔥 Jordan clarkson went off #LakeShow #LAKERNATION,Twitter for Android,
2016-12-21T01:08:00.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:00.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:00.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for Android,
2016-12-21T01:08:01.000Z,@Lakers @Larrydn22  what an amazing player.... Lucky to have him. And ingram you looking good bro.,Twitter for Android,
2016-12-21T01:08:01.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:01.000Z,#LakeShow Go Lakers!,Twitter Web Client,
2016-12-21T01:08:03.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:03.000Z,@abc7rob Best half of @Lakers offense all season going off for 73 points  led by red hot Clarkson! https://t.co/SRhdmMIYSa,Twitter for iPhone,
2016-12-21T01:08:03.000Z,RT @MikeSportsLA: 2nd unit makes our first unit look slow and tired.  #Lakers,Twitter for iPhone,
2016-12-21T01:08:03.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:03.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:02.000Z,RT @At_The_Hive: Lakers shooting a mediocre 71% from deep. Wait.,Twitter for Android,
2016-12-21T01:08:04.000Z,"RT @SoCalGal64: LOL, watch the Lakers score 20 points in the second half.",Twitter Web Client,
2016-12-21T01:08:04.000Z,12/18 from the 3 pt line in the first half @Lakers 😍😍😍,Twitter for iPhone,
2016-12-21T01:08:04.000Z,RT @Lakers: Another #Swaggy3 makes it 73! https://t.co/F4Efaw36Rj,Twitter for iPhone,
2016-12-21T01:08:05.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:05.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:05.000Z,"RT @LakersReporter: The 41 points the Lakers scored in the 1st were the most in any quarter by any opponent against Charlotte, the @NBA’s 6…",Twitter for iPhone,
2016-12-21T01:08:05.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:05.000Z,Enjoying lakers vs Hornets #BuzzCity https://t.co/gN5Kuil5rV,Twitter for iPhone,
2016-12-21T01:08:06.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:07.000Z,https://t.co/WSVDGGKsSk RT https://t.co/YqHAYUZr5W,Botize,
2016-12-21T01:08:07.000Z,"RT @MikeSportsLA: Great first half, 21 assists 👌🏼#Lakers",Twitter for iPhone,
2016-12-21T01:08:08.000Z,@AGMLA así nos gustan! 2 mas períodos así y ganamos! Las familias Alcaraz y Vargas en Highland Park soportando nuestros Lakers!!!,Twitter for iPhone,
2016-12-21T01:08:08.000Z,@damanr @DrewUnga @Lakers #GodMode,Twitter for Android,
2016-12-21T01:08:08.000Z,RT @Lakers: Another #Swaggy3 gives the Lakers 70 points in the first half!,Twitter for iPhone,
2016-12-21T01:08:08.000Z,RT @Lakers: Another #Swaggy3 makes it 73! https://t.co/F4Efaw36Rj,Twitter for iPhone,
2016-12-21T01:08:08.000Z,LETS GET IT YEEEEE https://t.co/pkQ2qZg16g,Twitter for iPhone,
2016-12-21T01:08:08.000Z,@jaimemaggio good stuff Lakers!,Twitter for iPhone,
2016-12-21T01:08:08.000Z,RT @LakersOutsiders: live action shot of the Lakers' offense https://t.co/q265HvVvOl,Twitter Web Client,
2016-12-21T01:08:08.000Z,Lakers blowing out the Hornets on the road was predictable,Twitter for iPhone,
2016-12-21T01:08:09.000Z,#LakeShow  . https://t.co/sKXl35aWUb,Twitter for iPhone,
2016-12-21T01:08:09.000Z,RT @LakersOutsiders: live action shot of the Lakers' offense https://t.co/q265HvVvOl,Twitter for iPhone,
2016-12-21T01:08:09.000Z,RT @Morvember: 🔥🔥🔥 https://t.co/6eZ7LyC476,Twitter for iPhone,
2016-12-21T01:08:10.000Z,RT @A_Monje: Como pasar de jugar a oscuras a hacerlo a plena luz. Eso ha significado para Lakers cambiar a Byron Scott por Luke Walton. Gan…,Twitter for iPad,
2016-12-21T01:08:10.000Z,"RT @LakersReporter: The 41 points the Lakers scored in the 1st were the most in any quarter by any opponent against Charlotte, the @NBA’s 6…",Twitter for iPhone,
2016-12-21T01:08:10.000Z,Lakers running wild 💪🏾 #LakeShow,Twitter for iPhone,
2016-12-21T01:08:10.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:11.000Z,RT @lakerfranchise: Lakers up 73 to 59 at the half.,Twitter for iPhone,
2016-12-21T01:08:11.000Z,"RT @TheLakeShowLife: That's 70 points for the Lakers in the first half.
70.",Twitter for iPhone,
2016-12-21T01:08:12.000Z,@MikeSportsLA The @Lakers are 12/18 from 3 and A new season high 73 points in the 1st half #LakerNation #LakerTalk #LakeShow,Twitter for Android,
2016-12-21T01:08:13.000Z,"If the lakers keep this squad , I can see a onahip within 5 seasons guranteed",Mobile Web (M5),
2016-12-21T01:08:13.000Z,RT @Lakers: 450 of Kinston's finest made the four hour drive down to Charlotte to support their native son. #LakeShow https://t.co/PTJxQeKG…,Twitter for iPhone,
2016-12-21T01:08:13.000Z,RT @jaimemaggio: Lakers lead Hornets 73 (!) - 59 at the half. Lakers with 21 assists so far. Jordan Clarkson leads all scorers with 17 pts.…,Twitter Web Client,
2016-12-21T01:08:13.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/k9ETKwqshL,IFTTT,
2016-12-21T01:08:13.000Z,"RT @LakersSBN: Jordan Clarkson was pure 🔥🔥🔥 in the first half against the Hornets
https://t.co/uLscFM86pT https://t.co/BxnrV9nB4P",Twitter for Android,
2016-12-21T01:08:13.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:13.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Echofon,
2016-12-21T01:08:14.000Z,"RT @LakersNationBR: Halftime. 
Lakers 73-59 Hornets. https://t.co/7pMr8yg6bf",Twitter for Android,
2016-12-21T01:08:14.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:14.000Z,RT @jaimemaggio: Lakers lead Hornets 73 (!) - 59 at the half. Lakers with 21 assists so far. Jordan Clarkson leads all scorers with 17 pts.…,Twitter for iPhone,
2016-12-21T01:08:14.000Z,let's not choke the lead in the third like we usually do thanks https://t.co/RFEQxf7BzK,Twitter for iPhone,
2016-12-21T01:08:14.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:14.000Z,"@anthonymc2777 @Lakers very true home, just glad to see showtime doing good but i mean hopefully they finish strong",Twitter for iPhone,
2016-12-21T01:08:15.000Z,When the #Lakers push the tempo... get out and run..,Twitter for Android,
2016-12-21T01:08:15.000Z,"RT @Lakers: Jordan Clarkson: Four shots. Four buckets. Four 3-pointers. 
👌👌👌👌 https://t.co/juvZo1Q6kY",Twitter for Android,
2016-12-21T01:08:15.000Z,"RT @DanDuangdao: I LOVE LAKERS BASKETBALL*
https://t.co/0NkRGrBZ1a",TweetDeck,
2016-12-21T01:08:15.000Z,"RT @Lakers: Jordan Clarkson: Four shots. Four buckets. Four 3-pointers. 
👌👌👌👌 https://t.co/juvZo1Q6kY",Twitter for Android,
2016-12-21T01:08:15.000Z,É a maior pontuação do Lakers no primeiro tempo na temporada (73 pontos). Foram 21 assistências e 12 bolas de 3. #LakeShow,Twitter for Android,
2016-12-21T01:08:16.000Z,"RT @Lakers: The red-hot Lakers' offense gets this one started with 41 points in the first quarter. 
🔥🔥🔥🔥🔥🔥🔥 https://t.co/oHrIaTDAq4",Twitter for Android,
2016-12-21T01:08:16.000Z,"RT @lakers_fanly: Lakers to unveil Shaquille O'Neal's statue on March 24, 2017 #LALakers  https://t.co/SpMDbQmQP2 https://t.co/3pXQpXTlBj",Twitter for iPhone,
2016-12-21T01:08:16.000Z,RT @Lakers: Another #Swaggy3 gives the Lakers 70 points in the first half!,Twitter for iPhone,
2016-12-21T01:08:16.000Z,"RT @Lakers: Another #Swaggy3 for a seven-point lead! 

Uncle P is feeling it again after hitting eight 3s last game! https://t.co/LPwQQzs35K",Twitter Web Client,
2016-12-21T01:08:16.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T01:08:16.000Z,"RT @Lakers: JC hits another one, giving him a season-high five 3-pointers!
🎯🎯🎯🎯🎯 https://t.co/BN0qX4t9DS",Twitter for iPhone,
2016-12-21T01:08:17.000Z,watching Los Angeles Lakers vs Charlotte Hornets,Facebook,
2016-12-21T01:08:16.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter Web Client,
2016-12-21T01:08:17.000Z,Lit https://t.co/Bqhm2dgb7m,Twitter for iPhone,
2016-12-21T01:08:18.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:18.000Z,RT @FlacoJosh: Lakers just made 73 points in a half let's go,Twitter for iPhone,
2016-12-21T01:08:18.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:18.000Z,"RT @LakersSBN: Jordan Clarkson was pure 🔥🔥🔥 in the first half against the Hornets
https://t.co/uLscFM86pT https://t.co/BxnrV9nB4P",Twitter Web Client,
2016-12-21T01:08:18.000Z,"RT @Lakers: The kid from Kinston returns to North Carolina tonight!!

#LakeShow/Hornets at 4:00pm PT on @SpectrumSN https://t.co/KSkxatuSiS",Twitter for iPhone,
2016-12-21T01:08:19.000Z,RT @MikeSportsLA: 2nd unit makes our first unit look slow and tired.  #Lakers,Twitter for iPhone,
2016-12-21T01:08:19.000Z,"RT @SerenaWinters: Lakers hit 73 points in the first HALF, and it's a 73-59 LAL lead over the Hornets heading into the 3rd quarter.",Twitter for iPhone,
2016-12-21T01:08:19.000Z,See those Lakers @drolives ? https://t.co/RMgzGbkwW1,Twitter Web Client,
2016-12-21T01:08:20.000Z,@jaimemaggio Best half of @Lakers offense all season going off for 73 points  led by red hot Clarkson! https://t.co/SRhdmMIYSa,Twitter for iPhone,
2016-12-21T01:08:20.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:20.000Z,😭😭 tears of joy https://t.co/9vrjuak8rD,Twitter for iPhone,
2016-12-21T01:08:20.000Z,RT @Lakers: B.I. running the show https://t.co/z0fdeGKc62,Twitter for iPhone,
2016-12-21T01:08:21.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:21.000Z,RT @darintellect: Lakers honoring the Warriors by dropping 73 in a half,Twitter for iPhone,
2016-12-21T01:08:21.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:22.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for Android,
2016-12-21T01:08:23.000Z,"RT @Lakers: 🔥 The Lakers play their best half of the season, erupting for 73 points to go up by 14. 🔥 https://t.co/liSImprfCA",Twitter for iPhone,
2016-12-21T01:08:23.000Z,JC is on 🔥 #Lakers #Puso,Mobile Web (M2),
2016-12-21T01:08:24.000Z,RT @LakersOutsiders: live action shot of the Lakers' offense https://t.co/q265HvVvOl,Twitter for iPhone,
2016-12-21T01:08:24.000Z,"RT @MikeSportsLA: #Lakers faces, overall looked completely locked in right now.",Twitter for iPhone,
2016-12-21T01:08:24.000Z,"@Lakers this is an amazing feeling, good to see the team play good again",Twitter for Android,
2016-12-21T01:08:24.000Z,Lakers up BIG ! 😈,Twitter for iPhone,
2016-12-21T01:08:25.000Z,Allez mes bébés de lakers ❤️️❤️️❤️️,Twitter for iPhone,
